cwp_1a_kw,cwp_1a_disc_p,ret_cw_flow,cwp_1b_kw,cwp_1a_ndex
1088.73,2.54912,28376.2,1069.11,0.617877
1089.88,2.55269,28078.6,1069.94,0.640269
1088.8,2.55175,28532.5,1068.61,0.612003
1090.16,2.57793,28449.8,1070.25,0.585325
1089.45,2.59851,28743.5,1068.06,0.539059
1090.09,2.56699,28238.5,1067.64,0.56175
1089.13,2.54715,27742,1069.35,0.547555
1088.28,2.5325,27762.8,1068.47,0.595334
1089.81,2.53122,28864.3,1070.05,0.612135
1089.99,2.56131,28376.7,1070.32,0.608274
1088.66,2.58234,28396.5,1068.82,0.594193
1089.23,2.57693,28986.2,1067.05,0.551738
1088.69,2.54644,28472.9,1067.32,0.553192
1088.79,2.54763,30000,1068.85,0.539467
1088.41,2.54674,28375.7,1068.89,0.554215
1087.76,2.54316,28140.1,1068.17,0.535915
1089.15,2.54728,27595.7,1069.7,0.527653
1088.27,2.55988,29292.7,1069.79,0.547395
1088.06,2.55238,29240.9,1068.29,0.58344
1088.82,2.55224,29262.8,1069.62,0.552837
1089.2,2.55235,28515.5,1069.57,0.568539
1089.09,2.55117,29027.5,1069.62,0.593597
1089.06,2.5452,28354.5,1069.59,0.606493
1089.77,2.52956,28080.2,1069.79,0.617687
1089.93,2.54223,28693.1,1069.9,0.596774
1089.99,2.57704,28730,1069.47,0.615416
1090.33,2.59737,27272.4,1069.81,0.590257
1089.71,2.58075,28520.6,1067.48,0.57215
1088.96,2.55056,28662.9,1067.33,0.558984
1089.08,2.53762,28911.2,1069.92,0.56345
1089.17,2.52882,29392.6,1069.65,0.597454
1090.25,2.5816,28584.6,1070.49,0.593004
1089.57,2.55801,27435.5,1069.77,0.591417
1089.9,2.56576,28939.9,1069.69,0.57304
1087.28,2.56336,29136.2,1068.75,0.596314
1086.57,2.54422,29154,1068.31,0.557328
1088.13,2.56173,29483.6,1069.8,0.586408
1088.01,2.56351,29483.9,1069.46,0.557904
1088.71,2.55205,29366.9,1070.08,0.60363
1088.31,2.54726,28266.4,1069.81,0.644236
1088.16,2.54421,28287.7,1070.27,0.609984
1089.34,2.56849,28066.7,1069.62,0.611877
1089.33,2.55709,28300.4,1069.79,0.619018
1089.29,2.53773,28321.8,1070.04,0.62372
1088.26,2.5446,27928.9,1069.81,0.621976
1089.6,2.57641,28260.1,1069.96,0.609438
1090.48,2.59549,28936.7,1070.37,0.594604
1089.91,2.57139,28143.7,1067.72,0.577448
1089.19,2.54304,27347.5,1069.93,0.568495
1088.51,2.52869,28901.3,1068.03,0.590144
1089.9,2.53129,28407.7,1070.87,0.587112
1092.19,2.58313,28137.1,1072.56,0.595239
1088.93,2.58484,29792.8,1067.41,0.554778
1090.05,2.5598,29514.4,1068.14,0.570185
1087.72,2.56446,28853,1069.22,0.618143
1088.49,2.57524,28722.6,1069.91,0.585163
1088.01,2.5799,28355.1,1069.11,0.588307
1088.5,2.57328,28990.2,1069.78,0.576234
1089.57,2.56791,28675.6,1070.91,0.58315
1088.78,2.56425,28255.3,1070.37,0.598893
1088.24,2.55766,28499.9,1070.03,0.587428
1088.32,2.55121,28358.9,1070.51,0.592712
1089.32,2.54476,28830.6,1071.25,0.651963
1088.65,2.55289,28795.2,1070.62,0.611223
1088.99,2.58544,28502.1,1070.8,0.598294
1089.99,2.5967,28105.5,1070.77,0.596433
1088.77,2.55672,27954.9,1069.48,0.555211
1087.78,2.53874,28383.3,1069.87,0.59398
1087.35,2.5442,29465.9,1069.78,0.630195
1088.15,2.53661,28274.9,1071.03,0.614454
1089.6,2.57875,27595.1,1072.1,0.60226
1088.8,2.57012,28194.4,1069.79,0.588927
1088.06,2.53132,27110,1069.22,0.583282
1088.47,2.5275,30000,1069.59,0.613724
1087.81,2.52654,28706,1068.9,0.618739
1087.35,2.56656,28772.9,1069.37,0.626694
1088.05,2.58395,29519.3,1070.22,0.590362
1088.54,2.58196,29389.6,1070.87,0.571602
1087.7,2.5697,29429.1,1068.8,0.56859
1088.31,2.56005,29233.9,1069.48,0.556651
1087.79,2.55775,28857.2,1068.78,0.545197
1089.52,2.55738,29112.1,1069.68,0.565077
1087.81,2.55293,28793.6,1068.37,0.56393
1088.24,2.52723,29005.7,1069.5,0.596161
1088.58,2.53917,29251.5,1071.04,0.625039
1087.75,2.57825,28840.2,1070.38,0.608709
1088.54,2.58547,28955.7,1069.6,0.556301
1088.57,2.56125,28662.9,1068.15,0.548094
1087.32,2.53394,28749.4,1069.02,0.534609
1087.52,2.529,28513.9,1068.39,0.576416
1088.2,2.53417,29026.3,1070.79,0.606382
1088.74,2.57592,28997.9,1069.17,0.584469
1087.97,2.58807,29054.1,1069.76,0.596406
1087.04,2.52791,29566.5,1069.45,0.554601
1088.61,2.58266,29688.5,1070.19,0.580476
1088.52,2.56099,29563.4,1070.04,0.573015
1087.54,2.53792,29429.5,1069.37,0.590033
1086.71,2.53532,29613.1,1068.55,0.602859
1087.32,2.53505,27321.3,1069.28,0.605146
1086.7,2.53416,27194.6,1069.22,0.591958
1087.91,2.54103,27694.4,1070.18,0.592669
1086.85,2.53735,28018.5,1068.18,0.622234
1087.36,2.53868,28217.4,1068.74,0.622858
1087.38,2.54142,27864.2,1068.99,0.597677
1088.2,2.54288,28156.6,1069.57,0.610942
1088.21,2.54465,28540.9,1069.4,0.610774
1087.11,2.54466,28273.3,1068.59,0.617259
1088.84,2.54186,28397,1070.23,0.612881
1088.66,2.53621,28480.6,1070.22,0.608767
1089.82,2.57902,28762.7,1069.44,0.625248
1090.16,2.59265,28775,1070.71,0.565893
1089.07,2.56547,28345.6,1068.21,0.557111
1087.54,2.54313,28322.4,1068.11,0.538582
1087.55,2.53639,28272.4,1068.35,0.602778
1087.94,2.53052,28204.4,1069.34,0.592325
1090.2,2.57813,28589.7,1071.11,0.617198
1088.69,2.58898,28808.7,1068.86,0.601014
1088.04,2.56747,28844.1,1067.01,0.565458
1087.54,2.54953,28762.1,1066.97,0.578094
1088.45,2.54541,28717.8,1069.91,0.578211
1087.97,2.53729,28986.8,1069.4,0.583555
1086.51,2.53081,28399.5,1068.38,0.608074
1086.84,2.53742,28684.1,1068.7,0.600635
1087.84,2.54264,28489.6,1070.17,0.611514
1088.74,2.54771,28382.4,1069.69,0.573514
1087.8,2.55714,28302.6,1069.21,0.583832
1088.74,2.55363,28445.6,1069.66,0.566002
1088.1,2.54032,28079.2,1069.15,0.580925
1088.29,2.5343,28074.8,1070,0.596645
1088.14,2.5299,27814.9,1069.41,0.586935
1088.44,2.53057,27867.3,1069.4,0.565721
1088.97,2.55,28190.6,1070.44,0.58995
1088.19,2.53361,28353.9,1069.89,0.619985
1088.58,2.58231,28417.7,1069.37,0.576425
1089.36,2.59033,28343.4,1070.7,0.609963
1088.54,2.56199,28283.3,1070.56,0.544193
1088.59,2.55304,27995.2,1070.12,0.550703
1088.37,2.54759,28124.4,1068.75,0.620102
1088.78,2.5236,28319.8,1069.74,0.594503
1089.91,2.5789,28385.6,1070,0.591437
1089.29,2.57601,28125.4,1070,0.58551
1089.73,2.577,28972.4,1071.28,0.554476
1087.48,2.56711,29241.3,1068.75,0.568535
1088.74,2.55752,28778.9,1070.04,0.554294
1089.67,2.55611,29136.7,1070.17,0.574384
1088.31,2.55342,29177,1069.1,0.619013
1088.27,2.5555,29689.3,1070.59,0.588219
1086.46,2.55455,29664.7,1070.06,0.602423
1087.74,2.56361,29458.5,1071.06,0.605213
1086.88,2.56745,29372.1,1070.16,0.601338
1087.41,2.56344,29488.3,1069.7,0.633367
1088.1,2.56397,28809.4,1071.21,0.611821
1088.27,2.56966,28714.5,1072.23,0.602079
1088.46,2.57174,28476.8,1072.8,0.594841
1088.32,2.57659,28379.9,1071.71,0.577669
1088.88,2.54644,28515.9,1072.3,0.591061
1088.65,2.54395,28595.3,1071.43,0.632513
1089.56,2.58319,28826.2,1071.63,0.627266
1089.22,2.59452,28720.1,1071.07,0.578386
1089.16,2.56358,28453.4,1070.96,0.571592
1088.74,2.55344,28607.2,1070.95,0.579093
1087.93,2.53424,28485.2,1070.74,0.580257
1088.02,2.5206,28300,1070.77,0.599304
1089.4,2.57688,29015.6,1070.6,0.563493
1089.05,2.58497,28717.2,1069.69,0.593783
1089.49,2.56616,29487.9,1069.86,0.54631
1089.73,2.56181,28850.3,1070.35,0.560089
1089.4,2.5598,29922.2,1069.56,0.562289
1088.73,2.55715,28828.3,1069.26,0.577129
1088.33,2.55658,29175.6,1069.27,0.590346
1087.85,2.5526,29231.2,1069.13,0.60531
1087.34,2.55605,29561.1,1069.83,0.619926
1087.87,2.55997,29734,1069.02,0.60629
1088.47,2.55905,29135.7,1069.36,0.592978
1087.17,2.55554,29348.5,1069.81,0.604513
1087.22,2.55307,28545.9,1071.6,0.617199
1088.14,2.55894,28500.9,1071.36,0.610682
1088.48,2.5709,28698.3,1071.6,0.588488
1088.71,2.56597,28354.4,1071.84,0.584663
1088.64,2.53766,28187.3,1071.37,0.595438
1088.37,2.5476,28067.5,1071.7,0.614773
1088.71,2.57904,28336.6,1071.05,0.641583
1088.99,2.59013,28522.4,1072.2,0.607679
1089.35,2.56301,28483.6,1071.99,0.577992
1087.59,2.54519,28172.5,1071.04,0.589829
1087.05,2.53739,28134.3,1071.19,0.602992
1088.66,2.54986,28418.7,1071.45,0.595246
1089.68,2.58119,28591.2,1071.3,0.597126
1088.47,2.58979,28570.4,1070.67,0.570838
1088.29,2.55469,29435,1070.74,0.5617
1087.61,2.54796,29698.9,1071.02,0.610746
1087.65,2.57247,29517.1,1069.92,0.5745
1087.86,2.56507,28490.8,1071.95,0.593891
1087.82,2.55809,29540.1,1072.17,0.583007
1089.03,2.55634,29529,1072.05,0.58382
1089.24,2.56418,29547,1071.87,0.583291
1087.94,2.57012,29551.6,1070.74,0.601175
1087.9,2.57005,29558.1,1070.88,0.624276
1087.74,2.56717,29214.2,1069.99,0.624255
1087.27,2.55447,28688.1,1069.9,0.620866
1089.04,2.56767,28647,1071.3,0.643426
1088.38,2.57683,28971,1072.09,0.607366
1089,2.57339,28559.1,1071.75,0.628578
1088.38,2.55416,28220.8,1071.48,0.608813
1088.38,2.58386,28533.4,1070.77,0.626311
1088.92,2.59271,28392.2,1070.69,0.609182
1088.83,2.57421,28076.8,1071.76,0.569715
1087.74,2.5575,28001.5,1070.89,0.598882
1086.58,2.5501,27931.3,1069.55,0.60697
1089.2,2.53795,28184,1070.6,0.607977
1090.33,2.57633,28562.8,1072.31,0.60482
1087.72,2.58373,28679.8,1070.37,0.593714
1088.01,2.55818,28798.2,1070.71,0.560161
1086.9,2.5571,28950.6,1068.91,0.592184
1087.64,2.55268,28789.1,1070.81,0.628136
1086.39,2.54623,28936.4,1069.51,0.617418
1085.87,2.55421,28663.4,1069.65,0.627993
1087.11,2.55116,28421.6,1070.59,0.633912
1086.78,2.55247,28144.2,1069.69,0.613593
1088.03,2.56123,28564.2,1071.67,0.610374
1085.98,2.58267,28962,1070.32,0.613054
1086.98,2.58875,28652.7,1070.37,0.597521
1087.84,2.58249,28264.1,1071.71,0.598127
1088.06,2.58219,28128.9,1071.65,0.592001
1088.69,2.56244,27949.8,1071.94,0.559378
1087.38,2.55219,28072.4,1071.14,0.607627
1087.97,2.54785,27918.4,1071.7,0.597093
1087.33,2.53932,27791.1,1070.02,0.635809
1088.8,2.58263,28067.6,1070.14,0.596381
1089.29,2.59506,28117.2,1072.13,0.611812
1088.73,2.57384,28000,1071.33,0.568906
1087.04,2.54455,27669.3,1070.61,0.60373
1086.12,2.54112,27553.1,1068.67,0.603654
1087.68,2.54305,27661.8,1070.02,0.626102
1088.86,2.57543,28195.8,1068.65,0.607887
1088.27,2.59053,28629,1067.84,0.561911
1088.38,2.57607,29381.1,1068.56,0.580245
1088.46,2.54546,28466.2,1069.55,0.614636
1089.58,2.55002,28648.9,1069.86,0.5878
1090.28,2.57066,27787.9,1071.14,0.625021
1089.85,2.57253,29584.1,1071.13,0.607612
1090.54,2.57582,29668.6,1070.13,0.589784
1091.04,2.56863,29643.8,1071.32,0.585268
1091.93,2.56686,28719,1072.26,0.577417
1091.14,2.56292,27361.6,1071.37,0.603561
1090.98,2.55926,29088.8,1071.31,0.585425
1090.58,2.54923,29075.6,1071.14,0.594437
1091.27,2.54312,29427.7,1072.13,0.573315
1091.05,2.56072,29352.9,1072.25,0.609428
1091.56,2.58977,29149.9,1071.58,0.592765
1092.41,2.59956,29191,1072.14,0.568715
1090.59,2.54809,28766.4,1070.68,0.586798
1089.89,2.54095,29185.8,1070,0.608941
1092.41,2.54455,28409.6,1072.15,0.586023
1093.15,2.57888,29296.2,1073.36,0.603365
1091.5,2.58833,29147.6,1071.65,0.610304
1091.68,2.55539,29166.8,1071.67,0.56596
1090.68,2.56189,29148.8,1071.15,0.564107
1090.39,2.55954,28709,1070.3,0.57561
1090.24,2.55682,29604,1070.2,0.552963
1090.74,2.55472,29485.6,1070.8,0.595824
1090.18,2.55103,29455.8,1069.24,0.585715
1090.48,2.56111,29401.1,1069.58,0.592911
1090.91,2.55942,29507.2,1071.5,0.569493
1090.97,2.55532,29453.6,1070.69,0.575035
1091.47,2.55615,29322.6,1069.35,0.619672
1091.68,2.55879,29085.7,1071.44,0.618988
1091.28,2.56818,29417.2,1072.19,0.613978
1092.11,2.55045,29151.7,1072.16,0.616766
1093.31,2.58193,29338.4,1071.68,0.588363
1093,2.5939,29409.9,1072.39,0.564724
1092.81,2.56764,29533.2,1071.05,0.555897
1090.67,2.53902,28876.7,1070.91,0.570257
1092.37,2.53974,29414.4,1072.44,0.599332
1093.51,2.55152,28652,1072.41,0.607678
1093.6,2.58656,27609.5,1073.39,0.599313
1091.69,2.59425,27444.8,1071.84,0.573065
1093.17,2.57073,29739.2,1072.37,0.581417
1091.85,2.55249,29740.7,1071.97,0.550076
1089.85,2.55276,27649,1068.88,0.599031
1089.92,2.55489,28058,1069.3,0.581739
1090.25,2.55863,29239.2,1069.88,0.543357
1090.52,2.56284,28843.5,1070.22,0.552618
1092.05,2.56684,28447,1071.74,0.552485
1089.9,2.55622,28458,1069.59,0.550379
1091.38,2.55581,27901.6,1070.95,0.590891
1090.28,2.5522,28423.3,1070.53,0.581078
1091.76,2.55265,28831.1,1071.64,0.586974
1090.53,2.54854,27793.2,1070.05,0.580956
1091.24,2.54745,28030.7,1071.48,0.596522
1091.48,2.54953,28423.8,1072.12,0.592068
1092.12,2.57953,28949.4,1071.3,0.590745
1093.09,2.58356,28533.7,1071.89,0.600974
1092.78,2.58437,28676.2,1071.67,0.565393
1092.1,2.56744,29064.6,1071.2,0.584589
1092.94,2.55119,28781.1,1072.08,0.577538
1093.02,2.54494,28195.8,1071.81,0.57997
1090.98,2.54478,28835.7,1070.5,0.612066
1090.95,2.5449,29087.9,1069.98,0.588673
1090.86,2.55966,28022.9,1071.19,0.58485
1090.22,2.55486,29529,1070.67,0.559535
1090.36,2.55198,27557.1,1070.81,0.576668
1090.66,2.55261,27816.8,1072,0.580356
1090.6,2.558,27568.9,1072.08,0.568493
1090.66,2.55871,28332.2,1073.9,0.615799
1090.97,2.56017,28611.9,1075.11,0.60129
1090.86,2.55754,28082.6,1073.6,0.581584
1089.93,2.55624,27455.5,1072.56,0.576088
1090.31,2.55213,28396,1072.4,0.608201
1090.03,2.5454,28841.2,1071.41,0.617644
1091.87,2.59879,28819.7,1072.61,0.580605
1092.16,2.56221,29897.9,1071.18,0.553207
1090.94,2.53445,29552,1070.92,0.605759
1090.88,2.54872,30000,1070.61,0.629532
1091.58,2.54727,28329.7,1072.13,0.599572
1093.39,2.59198,30000,1072.85,0.603141
1091.36,2.59515,30000,1070.6,0.613002
1091.05,2.59343,28943.4,1070.12,0.622163
1090.96,2.55853,27905.3,1068.69,0.568553
1091.63,2.54056,28398.4,1071.5,0.607675
1091.13,2.52638,27486.9,1070.6,0.624039
1091.48,2.53431,29167.5,1069.76,0.602189
1091.39,2.53973,29599.6,1070.24,0.61445
1090.86,2.54496,28401.1,1070.48,0.606291
1090.67,2.5567,29253.1,1070.35,0.612881
1090.67,2.56686,28013.2,1070.61,0.586642
1090.93,2.57232,28846.3,1073.85,0.587675
1090.78,2.57549,28309.2,1073.63,0.563299
1090.87,2.57545,29209.9,1071.62,0.558248
1089.99,2.54935,27949.9,1071.53,0.544766
1088.77,2.52888,27409.8,1071.06,0.568299
1090.4,2.54592,27351.7,1071.06,0.597466
1092.69,2.59034,28786.1,1071.01,0.649405
1093.08,2.59736,27613,1072.69,0.571133
1089.67,2.53444,28387.2,1070.18,0.593951
1091.85,2.58203,29133.9,1070.82,0.617144
1092.37,2.57051,27202.3,1070.37,0.591079
1092.65,2.55441,28110.4,1071.68,0.563828
1091.81,2.54801,28856.6,1071.64,0.614844
1090.83,2.54154,28515.4,1070.06,0.633626
1090.88,2.53814,27967.6,1070.44,0.630242
1091.55,2.5368,27842,1071.91,0.610695
1092.2,2.54546,27248.1,1071.59,0.615203
1091.72,2.54406,28199.9,1070.58,0.61178
1090.07,2.553,29844.7,1068.99,0.616192
1091.36,2.5673,27284.6,1071.1,0.583408
1090.62,2.5876,29356.7,1070.96,0.628884
1092.19,2.55172,27774.8,1072.58,0.570337
1088.9,2.52325,28025.5,1069.81,0.619313
1090.7,2.54231,27427,1071.72,0.589712
1091.37,2.57966,28723.1,1070.81,0.612657
1090.67,2.58746,28874.4,1070.08,0.585165
1091.47,2.58256,29412.9,1069.7,0.57103
1089.99,2.55513,29552.1,1069.63,0.584806
1091.65,2.5871,27023.2,1070.67,0.575744
1088.64,2.52896,28626.9,1070.19,0.635436
1089.11,2.56658,29355.5,1069.34,0.635933
1090.96,2.58079,29477.9,1070.56,0.604166
1090.99,2.56924,29258.5,1069.85,0.570031
1090.69,2.56579,29224.9,1071.89,0.575171
1091.21,2.5778,29130.3,1073.88,0.588915
1090.95,2.57496,29035.3,1073.68,0.600571
1091.47,2.56753,29175.8,1072.93,0.553378
1091,2.56062,29490.4,1072.07,0.562504
1091.78,2.54221,29338.8,1071.88,0.572105
1090.53,2.53414,29344,1070.93,0.595508
1093.1,2.57896,29045.1,1072.68,0.627115
1093.42,2.59424,29340.4,1074.1,0.615592
1092.78,2.58266,28985,1073.42,0.561098
1090.93,2.5297,28142.2,1073.06,0.594991
1090.82,2.53571,28363.2,1072.2,0.575258
1092.84,2.54836,27963.1,1073.19,0.6275
1093.34,2.58935,28219.3,1073.88,0.584058
1092.31,2.60172,29063.5,1072.73,0.564753
1092.5,2.55239,27640,1073.4,0.573118
1091.67,2.53835,27059.7,1073.16,0.588011
1091.13,2.5477,27126.8,1072.66,0.614348
1090.39,2.54873,29114.2,1072.05,0.594336
1090.69,2.55496,29481.7,1072.86,0.583333
1091.17,2.56288,29405,1072.47,0.614484
1091.55,2.56451,29228.6,1073.56,0.612846
1092.16,2.56011,29291.4,1073.52,0.617241
1092.22,2.5561,28911.3,1073.34,0.620536
1093,2.5592,28514.2,1073.53,0.599546
1093.12,2.56963,28895.6,1072.54,0.612067
1093.58,2.58235,29001.2,1074.47,0.617279
1092.26,2.55507,28770.3,1073.91,0.609995
1092.92,2.58827,28905.7,1073.26,0.636109
1093.41,2.60159,29454.6,1073.55,0.579013
1093.15,2.58252,29304,1073.88,0.583029
1092.92,2.57337,29361,1073.62,0.586551
1092.08,2.56884,29286.4,1072.12,0.593732
1092.64,2.55466,29491.7,1073.78,0.579333
1093.31,2.59157,29402.2,1074.68,0.626178
1092.11,2.59151,29368.7,1074.49,0.629478
1091.31,2.57487,29044.7,1072.32,0.642125
1090.37,2.54566,27255.5,1071.98,0.600141
1089.71,2.54412,28153.4,1071.92,0.635792
1089.66,2.55885,28208.6,1072.49,0.621615
1090.35,2.5614,28340.9,1073,0.613423
1091.13,2.56855,28317.5,1073.07,0.627858
1089.89,2.56216,28303.6,1072.36,0.612131
1090.58,2.56013,28098.7,1072.78,0.627343
1091.09,2.55517,28192.2,1073.6,0.635772
1091.27,2.55107,28045.6,1073.37,0.630312
1090.74,2.54974,28183.7,1073.36,0.64135
1090.06,2.55447,28345.2,1072.82,0.612973
1092.41,2.57493,29320.1,1074.33,0.642078
